Subscribers,trf,age,gndr,tenure,age_dev,dev_man,device_os_name,is_dualsim,is_featurephone,is_smartphone,simcard_type,region,call_frq_l1m,call_frq_l3m,call_frq_l6m,call_dur_l1m,call_dur_l3m,call_dur_l6m,call_dur_avg_l1m,call_dur_avg_l3m,call_dur_avg_l6m,call_onnet_frq_l1m,call_onnet_frq_l3m,call_onnet_frq_l6m,call_onnet_dur_l1m,call_onnet_dur_l3m,call_onnet_dur_l6m,call_onnet_dur_avg_l1m,call_onnet_dur_avg_l3m,call_onnet_dur_avg_l6m,call_offnet_frq_l1m,call_offnet_frq_l3m,call_offnet_frq_l6m,call_offnet_dur_l1m,call_offnet_dur_l3m,call_offnet_dur_l6m,call_offnet_dur_avg_l1m,call_offnet_dur_avg_l3m,call_offnet_dur_avg_l6m,sms_frq_l1m,sms_frq_l3m,sms_frq_l6m,data_usg_l1m,data_usg_l3m,data_usg_l6m,data_usg_avg_l3m,total_mon_val_l1m,total_mon_val_l3m,total_mon_val_l6m,refill_total_l1m,refill_total_l3m,refill_total_l6m,refill_frq_l1m,refill_frq_l3m,refill_frq_l6m,roam_mon_val_l1m,roam_mon_val_l3m,roam_mon_val_l6m,callout_total_dur,callout_total_dur_l3m,quota_daily_pack,quota_monthly_pack,quota_serbest_pack,quota_gencol_pack,data_usg_daily_pack,data_usg_serbest_pack_main,data_usg_gencol_pack,data_usg_monthly_pack,data_usg_night_hours,data_usg_unlmt_pack,data_usg_weekly_pack,data_usg_night_hours_l3m,data_usg_unlmt_pack_l3m,dpi_facebook,dpi_facebook_messaging,dpi_facebook_voip,dpi_facebook_video,dpi_instagram,dpi_linkedin,dpi_tik_tok,dpi_twitter,dpi_whatsaap,dpi_whatsaap_messaging,dpi_whatsaap_voip,dpi_youtube,dpi_microsoft_teams_l1m,dpi_telegram_l1m,dpi_telegram_voip_l1m,data_pack_rev_l1m,data_pyg_rev_l1m,data_usg_rev_l1m,data_usg_rev_l3m,data_complete_rev_l6m,call_out_offnet_rev_l1m,call_out_onnet_rev_l1m,call_out_offnet_rev_l3m,call_out_onnet_rev_l3m,call_out_offnet_rev_l6m,call_out_onnet_rev_l6m,sms_onnnet_arpu_l3m,sms_offnet_arpu_l3m,sms_onnnet_arpu_l6m,sms_offnet_arpu_l6m,susp_day_count_6m,silentdaycount
sub2811,Azercellim,38,M,2162,652,Samsung,Android OS,1,0,1,3G,BAKI,31.049999,270.25,476.10001,2205.7,21869.551,42561.5,81.695999,93.057999,102.81001,0,26.450001,27.6,0,2278.1499,2448.3501,0,99.0495,102.0165,0,24.15,24.15,0,1213.25,1213.25,0,57.776001,57.776001,25.299999,92,203.55,14.306,1150,2082.8799,383.33334,0,13.570001,17.859499,0,11.5,17.848,0,2.3,3.45,0,0,0,0,3491.3999,0,0,0,0,0,0,0,13.8,13.8,0,0,24.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9000001,10.35,0,0,1.9319999,2.1619999,1.9319999,2.3,0,0,0,0,16.1,0
sub2812,Azercellim,33,M,607,607,Shenzhen Motto Electronics Co Ltd,Android OS,0,1,0,3G,ZAQATALA,5.75,5.75,26.450001,172.5,172.5,1007.4,34.5,34.5,43.803501,3.45,3.45,19.549999,110.4,110.4,875.15002,36.799999,36.799999,51.473999,0,0,0,0,0,0,0,0,0,5.75,9.1999998,65.550003,0.46000001,0.46000001,1.4145,0.15333334,3.5879998,7.0379996,11.454,2.3,2.3,13.8,1.15,1.15,6.9000001,0,0,0,110.4,110.4,0,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,3.45,6.9000001,10.35,0,0.138,0,0.138,0,1.104,0,0,0,0,143.75,25.299999
sub2813,Azercellim,36,M,768,152,Samsung,Android OS,1,0,1,4G,BAKI,151.8,527.84998,1212.1,4664.3999,23730.25,63937.699,35.3395,51.703999,60.662498,17.25,103.5,205.85001,477.25,3379.8501,11138.9,31.820499,37.558998,62.226501,37.950001,102.35,316.25,1076.4,3471.8501,14281.85,32.614002,39.007999,51.933998,185.14999,445.04999,1274.2,3140.4202,6157.2495,9684.1846,2052.4165,17.859499,48.012501,112.43549,17.594999,44.896,112.746,12.65,29.9,70.150002,0,0,0,1553.65,6851.7002,0,0,0,0,0,0,0,0,75.900002,2803.7,0,1115.5,5819,231.14999,1.15,3.45,2.3,86.25,0,14.95,0,0,2.3,327.75,1246.6,0.077994727,0,0,0,0,6.21,22.195,50.4505,2.553,0.736,7.0379996,4.5539999,24.771002,12.006,0.057500001,0,0.115,0,23,1.15
sub2814,Azercellim,46,M,23,23,Xiaomi,Android OS,1,0,1,4G,SHEMKIR,387.54999,387.54999,387.54999,82535.5,82535.5,82535.5,244.9155,244.9155,244.9155,35.650002,35.650002,35.650002,2072.3,2072.3,2072.3,66.849503,66.849503,66.849503,3.45,3.45,3.45,221.95,221.95,221.95,73.9795,73.9795,73.9795,162.14999,162.14999,162.14999,555.61102,555.61102,555.61102,185.20366,8.809,8.809,8.809,6.9000001,6.9000001,6.9000001,6.9000001,6.9000001,6.9000001,0,0,0,2559.8999,2559.8999,690,0,0,0,0,0,0,0,66.699997,0,0,66.699997,0,0,0,0,0,0,0,24.15,0,0,12.65,11.5,32.200001,0.015018558,0,0,0,0,1.31E-08,1.31E-08,0,0.34500003,1.978,0.34500003,1.978,0.34500003,1.978,0,0,0,0,0,6.9000001
sub2815,Azercellim,58,M,1836,1089,Samsung,Android OS,1,0,1,3G,ABSHERON,82.800003,271.39999,631.34998,12670.7,50386.102,126442.5,175.9845,213.4975,230.3105,11.5,54.049999,165.60001,1190.25,5016.2998,31173.051,119.025,106.7315,216.47601,2.3,20.700001,36.799999,162.14999,1144.25,2260.8999,81.074997,63.571999,70.655998,124.2,294.39999,588.79999,0,1.4145,1.4145,0.47150001,1.748,12.673,35.040501,0,11.5,34.5,0,2.3,9.1999998,0,5.0254998,5.0254998,1352.4,6183.5498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207,1.012,1.7939999,4.3699999,3.312,24.058001,0.057500001,0,0.057500001,0,0,1.15
sub2816,Azercellim,43,F,528,1,Realme,Android OS,1,0,1,4G,SAMUX,10.35,49.450001,96.599998,921.15002,2294.25,4248.1001,102.35,53.360001,50.577,0,5.75,5.75,0,210.45,210.45,0,42.089996,42.089996,0,6.9000001,9.1999998,0,220.8,339.25,0,36.799999,42.412003,47.150002,165.60001,313.95001,0,0,0,0,0,5.428,5.7384996,0,2.3,3.45,0,1.15,2.3,0,0,0,0,431.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5999999,4.5999999,0,0,0.48299998,0.23,0.62100005,0.23,0,0,0,0,139.14999,12.65
sub2817,Azercellim,55,F,735,564,Samsung,Android OS,1,0,1,4G,BAKI,59.799999,194.35001,363.39999,6326.1499,20610.301,34943.898,121.6585,121.9575,110.58401,10.35,50.599998,104.65,534.75,2180.3999,5399.25,59.420498,49.553501,59.328499,0,3.45,9.1999998,0,213.89999,1698.55,0,71.300003,212.32451,54.049999,125.35,211.60001,162.702,17941.828,18137.34,5980.6094,1.8745,40.5835,48.139,1.15,40.25,46,1.15,9.1999998,14.95,0,0,0,539.34998,2398.8999,230,0,0,0,0,0,0,0,0,0,0,1570.9,0,0,0,0,0,0,0,0,0,0,0,2.3,1.15,0.030857468,23.973602,0,0,0,0,34.5,34.5,0,0.55199999,0.27599999,2.576,2.0009999,5.888,0,0,0,0,82.800003,10.35
sub2818,G6,33,F,1469,788,Xiaomi,Android OS,1,0,1,4G,BAKI,264.5,601.45001,1317.9,14460.1,29837.9,69961.398,62.870499,57.051502,61.053501,9.1999998,9.1999998,51.75,437,437,1488.1,54.625,54.625,33.074001,1.15,1.15,44.849998,112.7,112.7,1826.2,112.7,112.7,46.828003,44.849998,108.1,230,0,0,0,0,2.3115001,2.645,10.625999,2.3,3.45,9.1999998,1.15,2.3,6.9000001,0,0,0,549.70001,549.70001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184,0.57499999,0.184,0.57499999,4.5079999,3.128,0,0,0,0,151.8,0
sub2819,Azercellim,21,M,747,193,Xiaomi,Android OS,1,0,1,4G,SHEMKIR,139.14999,340.39999,1161.5,18035.449,45618.199,138617.55,149.0515,154.1115,137.241,0,3.45,115,0,110.4,7080.5498,0,36.799999,70.805496,0,0,2.3,0,0,81.650002,0,0,40.825001,26.450001,66.699997,374.89999,0,0,169549.81,0,0,0.55199999,79.568504,0,2.3,75.900002,0,2.3,11.5,0,0,0,0,110.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.025002,0,0,0,0.138,0.138,5.934,0,0,0,0,0,4.5999999
sub2820,G6,45,M,2129,327,Samsung,Android OS,1,0,1,3G,CELILABAD,20.700001,97.75,677.34998,5198,15738.9,73221.648,288.77649,185.1615,124.31499,8.0500002,46,310.5,3607.55,9936,39343.801,515.36102,248.39999,145.71649,0,0,0,0,0,0,0,0,0,19.549999,62.099998,213.89999,1447.022,6527.791,14763.044,2175.9302,6.9920001,16.191999,29.992001,6.9000001,13.8,27.6,1.15,3.45,5.75,0,0,0,3607.55,9936,0,0,0,3532.8,0,0,1446.7,0,195.5,0,0,1359.3,1547.9,16.1,0,0,0,80.5,0,1032.7,0,0,0,6.9000001,97.75,0.30819303,3.3375592,0,0,0,0,2.3,2.3,0,0,0,0,0,0,0,0,0,0,16.1,26.450001
sub2821,G6,26,M,273,73,Apple,iOS,1,0,1,4G,BAKI,101.2,295.54999,733.70001,5889.1499,13954.1,35482.102,66.918495,54.2915,55.614002,43.700001,83.949997,170.2,1794,2937.1001,7154.1499,47.2075,40.238503,48.334499,18.4,19.549999,27.6,1562.85,1585.85,1956.15,97.681,93.288002,81.511993,66.699997,215.05,373.75,2145.5664,2145.5894,2398.2673,715.19647,33.315498,42.205002,54.717003,32.200001,47.150002,59.650497,2.3,5.75,12.65,0,0,0,3356.8501,4522.9502,0,575,0,0,0,0,923.45001,575,296.70001,635.95001,0,296.70001,635.95001,213.89999,0,0,55.200001,307.04999,0,438.14999,0,0,0,5.75,596.84998,0.034847356,0,0,3.45,0,5.4049997,5.4049997,32.798,2.0009999,2.967,2.0930002,4.8069997,2.921,11.983,0,0,0,0,109.25,14.95
sub2822,Azercellim,27,M,208,208,Samsung,Android OS,1,0,1,4G,ABSHERON,135.7,492.20001,716.45001,30015,83111.648,114057,254.3685,194.189,183.08,59.799999,211.60001,272.54999,11932.4,31260.449,44562.5,229.47099,169.8895,188.02499,12.65,39.099998,58.650002,1251.2,5675.25,7604.9502,113.74651,166.92249,149.1205,50.599998,195.5,325.45001,0,1016.1745,1016.1745,338.72482,13.248,44.251999,57.039997,16.1,37.950001,58.650002,6.9000001,17.25,27.6,0,0,0,13183.6,36935.699,0,138,0,0,0,0,0,0,0,0,0,409.39999,1015.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,2.3,9.1999998,9.1999998,1.7939999,9.1540003,7.0379996,25.483999,9.5219994,35.557999,0,0,0,0,31.049999,1.15
sub2823,Azercellim,66,M,73,70,Nokia,Proprietary,0,1,0,4G,CELILABAD,28.75,106.95,106.95,2738.1499,8936.6504,8936.6504,109.526,96.093994,96.093994,24.15,75.900002,75.900002,2075.75,5083,5083,98.842499,77.015503,77.015503,0,5.75,5.75,0,220.8,220.8,0,44.160004,44.160004,51.75,151.8,151.8,0,0.023,0.023,0.007666667,2.0355,3.45,3.45,1.15,3.45,3.45,1.15,3.45,3.45,0,0,0,2075.75,5303.7998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0.023,0.057500001,0.057500001,0,1.84,9.25E-09,2.0700002,9.25E-09,2.0700002,0.115,0,0.115,0,13.8,8.0500002
sub2824,Azercellim,36,M,91,13,Samsung,Android OS,1,0,1,4G,GOYCAY,9.1999998,370.29999,415.14999,3378.7,130068.45,152002.41,422.33749,403.9375,421.061,1.15,177.10001,184,8.0500002,60404.898,63125.801,8.0500002,392.24197,394.54199,0,0,0,0,0,0,0,0,0,42.549999,568.09998,667,0,1110.026,1570.9691,370.00867,1.2305001,14.0415,16.307001,2.3,10.35,12.65,1.15,9.1999998,10.35,0,0,0,8.0500002,60404.898,115,0,0,0,0,0,0,0,0,0,0,232.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,2.4840002,0,3.427,0,0,0,0,24.15,25.299999
sub2825,Azercellim,54,F,793,29,Nokia,Symbian OS,0,0,1,4G,BEYLEQAN,0,188.60001,509.45001,0,12782.25,28835.1,0,77.935493,65.089996,0,8.0500002,50.599998,0,356.5,2593.25,0,50.933502,58.9375,0,26.450001,83.949997,0,959.09998,4065.25,0,41.698997,55.682999,10.35,148.35001,457.70001,0,2223.6399,4950.8071,741.21332,0.7245,13.052501,32.66,1.15,10.35,23,1.15,5.75,16.1,0,0,0,0,1315.6,115,0,0,0,0,0,0,0,0,0,0,193.2,1794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1399999,14.5705,0,0,1.863,0.368,6.7620001,2.53,0,0,0.46000001,0,77.050003,33.349998
sub2826,Serbest10,50,M,2475,259,Samsung,Android OS,1,0,1,3G,SHEKI,374.89999,1047.65,2130.95,31634.199,91974.703,199199.55,97.036995,100.9585,107.50201,65.550003,248.39999,533.59998,10183.25,32490.949,92769.352,178.65251,150.42,199.939,112.7,316.25,587.65002,7525.6001,23949.9,39200.051,76.796997,87.0895,76.716499,59.799999,185.14999,419.75,5140.9946,10480.422,25193.072,3493.4736,25.817501,50.760998,126.3735,23,48.299999,117.3,2.3,6.9000001,23,0,0,0,17708.85,56534,0,5888,0,0,0,2355.2,0,2765.75,556.59998,0,0,926.90002,0,85.099998,14.95,0,2.3,4.5999999,0,12.65,0,0,3.45,624.45001,305.89999,0.035061218,0.69468015,0,11.5,0,11.5,11.5,35.650002,1.9319999,0.62100005,2.2079999,1.7939999,5.566,14.4555,0,0.34500003,0.51749998,0.57499999,0,0
sub2827,Azercellim,22,M,664,664,Samsung,Android OS,1,0,1,4G,ABSHERON,18.4,54.049999,117.3,587.65002,3082,5770.7002,36.730999,65.572998,56.580002,13.8,29.9,51.75,376.04999,1817,2528.8501,31.3375,69.885498,56.2005,0,0,0,0,0,0,0,0,0,42.549999,104.65,212.75,575.43701,781.25244,907.76398,260.41751,3.5879998,9.3610001,10.8905,1.265,7.0149999,12.535,1.15,4.5999999,9.1999998,0,0,0,376.04999,1817,1150,0,0,0,575,0,0,0,0,0,0,1.15,0,74.75,0,0,0,9.1999998,0,181.7,0,0,0,0,180.55,0.18962164,0,0,0,0,2.7600002,6.9000001,6.9000001,0,0.59799999,0,1.886,0,2.668,0.46000001,0,0.57499999,0,109.25,14.95
sub2828,Azercellim,43,M,845,526,Samsung,Android OS,1,0,1,4G,ABSHERON,152.95,403.64999,594.54999,14302.55,39256.398,60777.5,107.5365,111.8375,117.553,78.199997,195.5,249.55,9358.7002,20552.801,33459.25,137.632,120.8995,154.192,2.3,12.65,24.15,69,631.34998,1058,34.5,57.3965,50.3815,42.549999,98.900002,169.05,0,39.445,60.743,13.148334,10.6375,24.092501,36.224998,3.45,13.8,26.450001,3.45,9.1999998,16.1,0,0,0,9427.7002,21184.15,0,0,0,0,0,0,0,0,0,0,0,0,39.099998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3800001,2.7600002,0.138,7.7740002,1.173,18.124001,2.0009999,27.875999,0.34500003,0.057500001,0.34500003,0.057500001,51.75,1.15
sub2829,G6,34,U,2579,346,Xiaomi,Android OS,1,0,1,4G,BALAKEN,427.79999,1564,3451.1499,52480.25,179848.5,467810.81,141.0705,132.23849,155.88251,148.35001,523.25,1068.35,30241.551,88679.953,169435.25,234.42751,194.90199,182.39001,0,1.15,6.9000001,0,12.65,198.95,0,12.65,33.154499,33.349998,102.35,265.64999,6176.3052,17745.006,45121.652,5915.002,15.295,42.596001,111.81451,16.1,41.400002,116.15,4.5999999,8.0500002,23,0,0,0,30241.551,88692.602,0,0,0,7065.6001,0,0,6175.5,0,189.75,0,0,867.09998,0,32.200001,9.1999998,0,0,13.8,0,655.5,0,0,0,570.40002,201.25,0.17010212,0.93283957,0,0,0,0,0,0,0,0.27599999,0.068999998,4.5079999,0.48299998,11.615001,0,0,0.057500001,0,0,0
sub2830,Azercellim,42,F,511,287,Xiaomi,Android OS,1,0,1,4G,BAKI,113.85,373.75,562.34998,9620.9004,37964.949,69939.547,97.186501,116.817,143.0255,12.65,60.950001,109.25,4074.45,9622.0498,17212.051,370.4035,181.55049,181.18251,44.849998,116.15,132.25,2417.3,6132.9502,6618.25,61.985001,60.719997,57.546001,73.599998,335.79999,550.84998,69.759003,716.85248,847.94104,238.95084,10.764,32.142502,44.240501,13.8,24.15,44.849998,3.45,9.1999998,14.95,0,0,0,6702.2002,16638.199,460,0,0,0,0,0,0,0,0,0,0,308.20001,0,0,0,0,0,29.9,0,21.85,0,0,0,0,0,0,0,0,0,0,0,1.058,1.058,3.9330001,2.9899998,10.212,7.6359997,11.247,13.754,0.80500001,0.74749994,1.2075,0.92000002,16.1,3.45
sub2831,Azercellim,21,U,2152,1374,Apple,iOS,0,0,1,4G,BAKI,92,188.60001,355.35001,15866.55,23465.75,33080.898,198.32901,143.08299,107.0535,2.3,14.95,49.450001,35.650002,322,1215.55,17.825001,24.771002,28.267,11.5,18.4,40.25,527.84998,1056.85,1727.3,52.785,66.056,49.3465,125.35,476.10001,832.59998,803.20599,2449.7529,3662.0027,816.58429,9.2460003,22.034,40.825001,30.107,42.757,61.157001,4.5999999,12.65,23,0,0,0,563.5,1378.85,230,1150,0,0,0,0,0,801.54999,205.85001,0,0,380.64999,0,90.849998,0,0,13.8,147.2,0,0,0,0,0,1.15,1.15,0,0,0,6.9000001,0,6.9000001,12.65,12.65,0.82800001,0.092,1.587,0.59799999,3.036,1.955,0.115,0.17250001,0.28749999,0.28749999,12.65,0
sub2832,Azercellim,62,M,154,44,Samsung,Android OS,1,0,1,4G,ABSHERON,233.45,734.84998,1160.35,13747.1,55632.398,88046.297,67.723495,87.066498,87.261993,88.550003,279.45001,419.75,4334.3501,22076.551,31322.551,56.2925,90.849998,85.813004,93.150002,271.39999,441.60001,7425.5498,24181.051,41310.301,91.678001,102.465,107.5825,28.75,78.199997,161,0,0,0,0,16.318499,56.384499,85.893501,17.25,56.349998,89.699997,5.75,21.85,36.799999,0,0,0,11759.9,46359.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.419001,5.152,33.327,21.298,53.612999,29.186998,0,0,0,0,1.15,0
sub2833,Azercellim,55,M,2132,438,Samsung,Android OS,1,0,1,3G,NAXCIVAN,363.39999,957.95001,1408.75,28222.15,71259.75,101265.55,89.309006,85.5485,82.661995,94.300003,242.64999,387.54999,4565.5,16331.15,27100.9,55.671501,77.395004,80.419502,49.450001,131.10001,203.55,5391.2002,10678.9,15298.45,125.37299,93.679001,86.434006,69,192.05,330.04999,0,0,0,0,13.2825,33.614498,51.289997,20.700001,47.150002,64.400002,8.0500002,23,29.9,0,0,0,9956.7002,27010.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9000001,5.29,14.697,16.375999,21.597,26.403999,0.057500001,0.057500001,0.115,0.057500001,21.85,1.15
sub2834,Serbest25,30,M,301,301,Samsung,Android OS,1,0,1,4G,ZAQATALA,1297.2,4912.7998,9666.9004,73321.703,284546.81,582963.75,64.998001,66.608002,69.356499,480.70001,1656,3096.95,28019.75,95928.398,186948.59,67.033501,66.619499,69.425499,357.64999,1490.4,3244.1499,21009.35,96112.398,221697,67.551003,74.163498,78.590996,89.699997,359.95001,970.59998,4597.6426,59606.844,76242.539,19868.947,29.025999,146.68251,304.198,28.75,146.05,297.85001,1.15,5.75,12.65,0,0,0,49029.102,192040.8,0,0,0,0,0,4572.3999,0,0,1145.4,0,0,12041.65,0,1.15,0,0,0,0,0,0,0,0,24.15,503.70001,2202.25,1.3905623,0.036110781,0,0,0,0,0,0,0.068999998,0.207,1.587,1.173,9.5219994,6.9689999,0.057500001,0.057500001,0.057500001,0.057500001,0,0
sub2835,Azercellim,32,M,1955,5,Samsung,Android OS,1,0,1,3G,BAKI,286.35001,821.09998,1684.75,13687.3,40714.602,87594.352,54.969997,57.0285,59.788502,26.450001,72.449997,193.2,1759.5,5623.5,16431.199,76.497993,89.263,97.807503,94.300003,293.25,502.54999,3711.05,12423.45,19681.1,45.252499,48.714001,45.034,39.099998,87.400002,164.45,14.926999,14.926999,39.859001,4.975667,11.178,29.739,60.064499,11.5,27.6,62.099998,4.5999999,9.1999998,21.85,0,0,0,5470.5498,18068.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.059548903,0,0,0,3.0245001,3.0245001,3.0245001,8.165,6.348,1.748,21.251999,5.29,35.396999,14.996,0.057500001,0.057500001,0.115,0.057500001,1.15,0
sub2836,Azercellim,59,M,279,279,Samsung,Proprietary,1,1,0,4G,ABSHERON,17.25,42.549999,110.4,1309.85,2781.8501,6160.5498,87.319504,75.186996,64.169998,2.3,2.3,5.75,73.599998,73.599998,92,36.799999,36.799999,18.4,3.45,3.45,18.4,342.70001,342.70001,957.95001,114.2295,114.2295,59.869003,23,41.400002,78.199997,0,0,0,0,0.79350001,0.85100001,2.0009999,1.15,1.15,1.15,1.15,1.15,1.15,0,0,0,416.29999,416.29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48299998,0.138,0.48299998,0.138,1.587,0.184,0,0,0,0,66.699997,20.700001
sub2837,Azercellim,19,M,933,566,Xiaomi,Android OS,1,0,1,4G,MINGECEVIR,141.45,286.35001,382.95001,5184.2002,10623.7,14598.1,42.147503,42.664997,43.837997,42.549999,93.150002,117.3,1314.45,3535.1001,4152.6499,35.523499,43.642502,40.710003,36.799999,72.449997,87.400002,1987.2,3532.8,4117,62.099998,56.073997,54.176502,96.599998,193.2,280.60001,3541.103,4664.9058,4665.021,1554.9686,10.4305,19.193501,21.286501,8.3720007,19.411999,22.862,4.5999999,10.35,13.8,0,0,0,3439.6499,7301.3501,0,0,0,0,0,0,0,0,0,3444.25,0,369.14999,4560.8999,52.900002,1.15,0,0,192.05,0,1489.25,0,0,1.15,0,519.79999,0,31.791088,0,0,0,5.29,8.1535006,8.1765003,3.174,1.7939999,5.934,4.5539999,7.0379996,5.5200005,0,0,0,0,148.35001,4.5999999
sub2838,Serbest25,23,M,2161,446,Xiaomi,Android OS,0,0,1,4G,ABSHERON,500.25,1925.1,3859.3999,23713,92944.148,180676.5,54.510002,55.521999,53.831501,96.599998,414,814.20001,5448.7002,21275,43873.648,64.860001,59.098499,61.973499,96.599998,415.14999,960.25,3851.3501,18807.1,45053.551,45.850498,52.094997,53.957996,101.2,269.10001,463.45001,55727.793,149721.02,235634.98,49907.008,17.871,178.963,329.07248,17.25,175.95,331.20001,8.0500002,17.25,26.450001,0,0,0,9329.9502,40112,0,0,0,0,0,0,0,52234.148,7776.2998,3438.5,0,16956.75,3438.5,13559.65,24.15,0,430.10001,11569,136.85001,972.90002,0,0,1.15,788.90002,5065.75,2.1166725,2421.8503,0,0,0,3.105,106.605,143.2785,7.3600001,4.7495003,7.3600001,4.7495003,7.3600001,4.7495003,0.17250001,0,0.17250001,0,0,0
sub2839,Azercellim,57,M,1626,386,Samsung,Android OS,1,0,1,3G,BAKI,73.599998,234.60001,399.04999,2435.7,8735.4004,13847.15,38.053501,42.826,39.905003,25.299999,89.699997,119.6,748.65002,3337.3,4186,34.0285,42.7915,40.25,6.9000001,9.1999998,12.65,126.5,164.45,204.7,21.0795,20.561998,18.607,57.5,353.04999,596.84998,133.929,2994.738,3816.6775,998.24597,5.6924996,33.349998,44.780998,5.75,33.349998,40.25,2.3,9.1999998,11.5,0,0,0,875.15002,3514.3999,0,138,0,0,0,0,0,96.599998,0,35.650002,0,1756.05,2079.2,1.15,0,0,0,56.349998,0,2.3,0,0,2.3,0,4.5999999,1.8440057,0,0,2.3,0,2.875,24.15,32.775002,0.414,1.104,0.55199999,4.3699999,0.759,5.6350002,0.17250001,0,0.46000001,0,1.15,14.95
sub2840,Azercellim,72,M,1506,0,Apple,iOS,0,0,1,4G,BAKI,2.3,161,366.85001,21.85,16361.05,42842.102,10.925,116.86301,134.297,0,75.900002,165.60001,0,6126.0498,11374.65,0,92.816498,78.9935,1.15,21.85,63.25,3.45,860.20001,3836.3999,3.45,45.275497,69.747505,17.25,43.700001,148.35001,0,22.873499,3704.2537,7.6245003,0.93150002,8.3835001,38.594002,0,11.5,34.5,0,1.15,3.45,0,0,0,3.45,6986.25,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0.068999998,0,1.656,5.75,5.8649998,11.224,0.17250001,0,0.34500003,0,0,32.200001
sub2841,Azercellim,59,F,12,11,Samsung,Android OS,1,0,1,4G,BAKI,11.5,11.5,11.5,331.20001,331.20001,331.20001,33.119999,33.119999,33.119999,8.0500002,8.0500002,8.0500002,251.85001,251.85001,251.85001,35.983501,35.983501,35.983501,2.3,2.3,2.3,39.099998,39.099998,39.099998,19.549999,19.549999,19.549999,28.75,28.75,28.75,0,0,0,0,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,0,0,0,290.95001,290.95001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08E-09,7.20E-09,3.08E-09,7.20E-09,3.08E-09,7.20E-09,0,-5.14E-09,0,-5.14E-09,0,26.450001
sub2842,Azercellim,38,F,4657,1593,Samsung,Android OS,1,0,1,4G,SUMQAYIT,106.95,286.35001,634.79999,6642.3999,23164.449,41764.551,71.426498,93.035004,75.658501,28.75,87.400002,185.14999,3476.45,10069.4,18439.1,139.058,132.4915,114.5285,42.549999,105.8,263.35001,1120.1,7268,12497.05,30.268,79.004997,54.567501,89.699997,233.45,517.5,0,0,0,0,5.75,19.883501,38.168499,5.75,17.25,36.799999,5.75,17.25,35.650002,0,0,0,4596.5498,17337.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7600002,2.9899998,11.178,8.6479998,21.873001,16.237999,0.057500001,0,0.057500001,0,50.599998,4.5999999
sub2843,Azercellim,56,M,6366,473,Huawei,Android OS,1,0,1,,BAKI,133.39999,343.85001,664.70001,15001.75,33874.398,64797.898,129.32899,113.298,112.10201,34.5,79.349998,140.3,2475.95,5451,8220.2002,82.5355,79.004997,67.378502,11.5,39.099998,60.950001,856.75,2316.1001,3188.95,85.675003,68.125999,60.167999,35.650002,86.25,202.39999,0,0,0,0,3.7375,8.8664999,14.191,4.5999999,9.1999998,17.25,3.45,5.75,10.35,0,0,0,3332.7,7767.1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.173,2.392,3.45,5.244,5.0370002,8.3260002,0,0,0,0,88.550003,2.3
